active_cnt,block_time,chain,events_cnt,extrinsics_cnt,transfers_cnt,union_cnt
491.0,2025-06-26 00:00:00.000 UTC,Astar,,,,
447.0,2025-05-07 00:00:00.000 UTC,Astar,,,,
265.0,2025-07-13 00:00:00.000 UTC,Astar,,,,
344.0,2025-06-27 00:00:00.000 UTC,Astar,,,,
349.0,2025-05-31 00:00:00.000 UTC,Astar,,,,
488.0,2025-05-09 00:00:00.000 UTC,Astar,,,,
237.0,2025-05-25 00:00:00.000 UTC,Astar,,,,
385.0,2025-05-18 00:00:00.000 UTC,Astar,,,,
345.0,2025-06-16 00:00:00.000 UTC,Astar,,,,
271.0,2025-07-08 00:00:00.000 UTC,Astar,,,,
278.0,2025-05-04 00:00:00.000 UTC,Astar,,,,
380.0,2025-05-26 00:00:00.000 UTC,Astar,,,,
343.0,2025-06-29 00:00:00.000 UTC,Astar,,,,
320.0,2025-06-03 00:00:00.000 UTC,Astar,,,,
424.0,2025-06-23 00:00:00.000 UTC,Astar,,,,
459.0,2025-05-08 00:00:00.000 UTC,Astar,,,,
390.0,2025-06-24 00:00:00.000 UTC,Astar,,,,
397.0,2025-05-15 00:00:00.000 UTC,Astar,,,,
362.0,2025-06-05 00:00:00.000 UTC,Astar,,,,
377.0,2025-05-27 00:00:00.000 UTC,Astar,,,,
239.0,2025-06-08 00:00:00.000 UTC,Astar,,,,
379.0,2025-06-22 00:00:00.000 UTC,Astar,,,,
362.0,2025-07-12 00:00:00.000 UTC,Astar,,,,
355.0,2025-06-02 00:00:00.000 UTC,Astar,,,,
511.0,2025-05-11 00:00:00.000 UTC,Astar,,,,
282.0,2025-05-17 00:00:00.000 UTC,Astar,,,,
433.0,2025-07-11 00:00:00.000 UTC,Astar,,,,
340.0,2025-05-21 00:00:00.000 UTC,Astar,,,,
306.0,2025-05-20 00:00:00.000 UTC,Astar,,,,
371.0,2025-07-05 00:00:00.000 UTC,Astar,,,,
419.0,2025-05-30 00:00:00.000 UTC,Astar,,,,
412.0,2025-07-22 00:00:00.000 UTC,Astar,,,,
418.0,2025-06-11 00:00:00.000 UTC,Astar,,,,
447.0,2025-07-18 00:00:00.000 UTC,Astar,,,,
295.0,2025-05-16 00:00:00.000 UTC,Astar,,,,
417.0,2025-07-21 00:00:00.000 UTC,Astar,,,,
400.0,2025-07-06 00:00:00.000 UTC,Astar,,,,
278.0,2025-05-24 00:00:00.000 UTC,Astar,,,,
313.0,2025-06-04 00:00:00.000 UTC,Astar,,,,
430.0,2025-06-10 00:00:00.000 UTC,Astar,,,,
346.0,2025-07-07 00:00:00.000 UTC,Astar,,,,
367.0,2025-06-13 00:00:00.000 UTC,Astar,,,,
391.0,2025-07-19 00:00:00.000 UTC,Astar,,,,
366.0,2025-07-10 00:00:00.000 UTC,Astar,,,,
395.0,2025-06-19 00:00:00.000 UTC,Astar,,,,
397.0,2025-07-15 00:00:00.000 UTC,Astar,,,,
404.0,2025-07-14 00:00:00.000 UTC,Astar,,,,
404.0,2025-06-17 00:00:00.000 UTC,Astar,,,,
358.0,2025-05-28 00:00:00.000 UTC,Astar,,,,
340.0,2025-06-18 00:00:00.000 UTC,Astar,,,,
517.0,2025-05-12 00:00:00.000 UTC,Astar,,,,
404.0,2025-07-09 00:00:00.000 UTC,Astar,,,,
403.0,2025-07-02 00:00:00.000 UTC,Astar,,,,
404.0,2025-07-16 00:00:00.000 UTC,Astar,,,,
357.0,2025-05-22 00:00:00.000 UTC,Astar,,,,
386.0,2025-06-21 00:00:00.000 UTC,Astar,,,,
312.0,2025-06-09 00:00:00.000 UTC,Astar,,,,
380.0,2025-05-23 00:00:00.000 UTC,Astar,,,,
310.0,2025-06-06 00:00:00.000 UTC,Astar,,,,
343.0,2025-06-30 00:00:00.000 UTC,Astar,,,,
393.0,2025-06-12 00:00:00.000 UTC,Astar,,,,
459.0,2025-07-01 00:00:00.000 UTC,Astar,,,,
378.0,2025-07-23 00:00:00.000 UTC,Astar,,,,
533.0,2025-05-10 00:00:00.000 UTC,Astar,,,,
340.0,2025-05-29 00:00:00.000 UTC,Astar,,,,
389.0,2025-07-20 00:00:00.000 UTC,Astar,,,,
144.0,2025-07-24 00:00:00.000 UTC,Astar,,,,
278.0,2025-05-05 00:00:00.000 UTC,Astar,,,,
408.0,2025-05-06 00:00:00.000 UTC,Astar,,,,
327.0,2025-05-19 00:00:00.000 UTC,Astar,,,,
394.0,2025-07-17 00:00:00.000 UTC,Astar,,,,
370.0,2025-05-14 00:00:00.000 UTC,Astar,,,,
345.0,2025-06-15 00:00:00.000 UTC,Astar,,,,
291.0,2025-06-07 00:00:00.000 UTC,Astar,,,,
320.0,2025-06-28 00:00:00.000 UTC,Astar,,,,
374.0,2025-07-04 00:00:00.000 UTC,Astar,,,,
321.0,2025-06-01 00:00:00.000 UTC,Astar,,,,
404.0,2025-06-20 00:00:00.000 UTC,Astar,,,,
466.0,2025-05-13 00:00:00.000 UTC,Astar,,,,
375.0,2025-06-25 00:00:00.000 UTC,Astar,,,,
365.0,2025-07-03 00:00:00.000 UTC,Astar,,,,
341.0,2025-06-14 00:00:00.000 UTC,Astar,,,,
,2025-05-23 00:00:00.000 UTC,Frequency,,,1.0,
,2025-05-24 00:00:00.000 UTC,Frequency,,,1.0,
,2025-06-04 00:00:00.000 UTC,Frequency,,,16.0,
,2025-06-15 00:00:00.000 UTC,Frequency,,,1.0,
,2025-06-16 00:00:00.000 UTC,Frequency,,,5.0,
,2025-06-23 00:00:00.000 UTC,Frequency,,,2.0,
,2025-06-24 00:00:00.000 UTC,Frequency,,,5.0,
,2025-06-25 00:00:00.000 UTC,Frequency,,,27.0,
,2025-06-26 00:00:00.000 UTC,Frequency,,,2.0,
,2025-06-28 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-01 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-02 00:00:00.000 UTC,Frequency,,,6.0,
,2025-07-09 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-11 00:00:00.000 UTC,Frequency,,,3.0,
,2025-07-12 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-17 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-21 00:00:00.000 UTC,Frequency,,,1.0,
,2025-07-23 00:00:00.000 UTC,Frequency,,,4.0,
,2025-05-04 00:00:00.000 UTC,Logion,81767.0,,,
,2025-05-05 00:00:00.000 UTC,Logion,79953.0,,,
,2025-05-06 00:00:00.000 UTC,Logion,69195.0,,,
,2025-05-07 00:00:00.000 UTC,Logion,75215.0,,,
,2025-05-08 00:00:00.000 UTC,Logion,81703.0,,,
,2025-05-09 00:00:00.000 UTC,Logion,82560.0,,,
,2025-05-10 00:00:00.000 UTC,Logion,81234.0,,,
,2025-05-11 00:00:00.000 UTC,Logion,82163.0,,,
,2025-05-12 00:00:00.000 UTC,Logion,81717.0,,,
,2025-05-13 00:00:00.000 UTC,Logion,81181.0,,,
,2025-05-14 00:00:00.000 UTC,Logion,81793.0,,,
,2025-05-15 00:00:00.000 UTC,Logion,81506.0,,,
,2025-05-16 00:00:00.000 UTC,Logion,81235.0,,,
,2025-05-17 00:00:00.000 UTC,Logion,81558.0,,,
,2025-05-18 00:00:00.000 UTC,Logion,81403.0,,,
,2025-05-19 00:00:00.000 UTC,Logion,81500.0,,,
,2025-05-20 00:00:00.000 UTC,Logion,81052.0,,,
,2025-05-21 00:00:00.000 UTC,Logion,81792.0,,,
,2025-05-22 00:00:00.000 UTC,Logion,80961.0,,,
,2025-05-23 00:00:00.000 UTC,Logion,81623.0,,,
,2025-05-24 00:00:00.000 UTC,Logion,81793.0,,,
,2025-05-25 00:00:00.000 UTC,Logion,81688.0,,,
,2025-05-26 00:00:00.000 UTC,Logion,81494.0,,,
,2025-05-27 00:00:00.000 UTC,Logion,81994.0,,,
,2025-05-28 00:00:00.000 UTC,Logion,81390.0,,,
,2025-05-29 00:00:00.000 UTC,Logion,82377.0,,,
,2025-05-30 00:00:00.000 UTC,Logion,81364.0,,,
,2025-05-31 00:00:00.000 UTC,Logion,81194.0,,,
,2025-06-01 00:00:00.000 UTC,Logion,77125.0,,,
,2025-06-02 00:00:00.000 UTC,Logion,81559.0,,,
,2025-06-03 00:00:00.000 UTC,Logion,81916.0,,,
,2025-06-04 00:00:00.000 UTC,Logion,82222.0,,,
,2025-06-05 00:00:00.000 UTC,Logion,81428.0,,,
,2025-06-06 00:00:00.000 UTC,Logion,82261.0,,,
,2025-06-07 00:00:00.000 UTC,Logion,81623.0,,,
,2025-06-08 00:00:00.000 UTC,Logion,81780.0,,,
,2025-06-09 00:00:00.000 UTC,Logion,81480.0,,,
,2025-06-10 00:00:00.000 UTC,Logion,81377.0,,,
,2025-06-11 00:00:00.000 UTC,Logion,81890.0,,,
,2025-06-12 00:00:00.000 UTC,Logion,82053.0,,,
,2025-06-13 00:00:00.000 UTC,Logion,80713.0,,,
,2025-06-14 00:00:00.000 UTC,Logion,82080.0,,,
,2025-06-15 00:00:00.000 UTC,Logion,81910.0,,,
,2025-06-16 00:00:00.000 UTC,Logion,20411.0,,,
,2025-05-04 00:00:00.000 UTC,Polimec,,457.0,,
,2025-05-05 00:00:00.000 UTC,Polimec,,709.0,,
,2025-05-06 00:00:00.000 UTC,Polimec,,582.0,,
,2025-05-07 00:00:00.000 UTC,Polimec,,676.0,,
,2025-05-08 00:00:00.000 UTC,Polimec,,875.0,,
,2025-05-09 00:00:00.000 UTC,Polimec,,759.0,,
,2025-05-10 00:00:00.000 UTC,Polimec,,579.0,,
,2025-05-11 00:00:00.000 UTC,Polimec,,579.0,,
,2025-05-12 00:00:00.000 UTC,Polimec,,603.0,,
,2025-05-13 00:00:00.000 UTC,Polimec,,692.0,,
,2025-05-14 00:00:00.000 UTC,Polimec,,858.0,,
,2025-05-15 00:00:00.000 UTC,Polimec,,862.0,,
,2025-05-16 00:00:00.000 UTC,Polimec,,854.0,,
,2025-05-17 00:00:00.000 UTC,Polimec,,854.0,,
,2025-05-18 00:00:00.000 UTC,Polimec,,850.0,,
,2025-05-19 00:00:00.000 UTC,Polimec,,848.0,,
,2025-05-20 00:00:00.000 UTC,Polimec,,856.0,,
,2025-05-21 00:00:00.000 UTC,Polimec,,854.0,,
,2025-05-22 00:00:00.000 UTC,Polimec,,869.0,,
,2025-05-23 00:00:00.000 UTC,Polimec,,897.0,,
,2025-05-24 00:00:00.000 UTC,Polimec,,861.0,,
,2025-05-25 00:00:00.000 UTC,Polimec,,849.0,,
,2025-05-26 00:00:00.000 UTC,Polimec,,867.0,,
,2025-05-27 00:00:00.000 UTC,Polimec,,868.0,,
,2025-05-28 00:00:00.000 UTC,Polimec,,871.0,,
,2025-05-29 00:00:00.000 UTC,Polimec,,860.0,,
,2025-05-30 00:00:00.000 UTC,Polimec,,861.0,,
,2025-05-31 00:00:00.000 UTC,Polimec,,829.0,,
,2025-06-01 00:00:00.000 UTC,Polimec,,747.0,,
,2025-06-02 00:00:00.000 UTC,Polimec,,865.0,,
,2025-06-03 00:00:00.000 UTC,Polimec,,855.0,,
,2025-06-04 00:00:00.000 UTC,Polimec,,860.0,,
,2025-06-05 00:00:00.000 UTC,Polimec,,905.0,,
,2025-06-06 00:00:00.000 UTC,Polimec,,865.0,,
,2025-06-07 00:00:00.000 UTC,Polimec,,864.0,,
,2025-06-08 00:00:00.000 UTC,Polimec,,851.0,,
,2025-06-09 00:00:00.000 UTC,Polimec,,880.0,,
,2025-06-10 00:00:00.000 UTC,Polimec,,858.0,,
,2025-06-11 00:00:00.000 UTC,Polimec,,868.0,,
,2025-06-12 00:00:00.000 UTC,Polimec,,887.0,,
,2025-06-13 00:00:00.000 UTC,Polimec,,869.0,,
,2025-06-14 00:00:00.000 UTC,Polimec,,866.0,,
,2025-06-15 00:00:00.000 UTC,Polimec,,884.0,,
,2025-06-16 00:00:00.000 UTC,Polimec,,882.0,,
,2025-06-17 00:00:00.000 UTC,Polimec,,856.0,,
,2025-06-18 00:00:00.000 UTC,Polimec,,852.0,,
,2025-06-19 00:00:00.000 UTC,Polimec,,841.0,,
,2025-06-20 00:00:00.000 UTC,Polimec,,848.0,,
,2025-06-21 00:00:00.000 UTC,Polimec,,869.0,,
,2025-06-22 00:00:00.000 UTC,Polimec,,872.0,,
,2025-06-23 00:00:00.000 UTC,Polimec,,870.0,,
,2025-06-24 00:00:00.000 UTC,Polimec,,860.0,,
,2025-06-25 00:00:00.000 UTC,Polimec,,866.0,,
,2025-06-26 00:00:00.000 UTC,Polimec,,865.0,,
,2025-06-27 00:00:00.000 UTC,Polimec,,885.0,,
,2025-06-28 00:00:00.000 UTC,Polimec,,859.0,,
,2025-06-29 00:00:00.000 UTC,Polimec,,866.0,,
,2025-06-30 00:00:00.000 UTC,Polimec,,865.0,,
,2025-07-01 00:00:00.000 UTC,Polimec,,876.0,,
,2025-07-02 00:00:00.000 UTC,Polimec,,857.0,,
,2025-07-03 00:00:00.000 UTC,Polimec,,860.0,,
,2025-07-04 00:00:00.000 UTC,Polimec,,859.0,,
,2025-07-05 00:00:00.000 UTC,Polimec,,858.0,,
,2025-07-06 00:00:00.000 UTC,Polimec,,850.0,,
,2025-07-07 00:00:00.000 UTC,Polimec,,863.0,,
,2025-07-08 00:00:00.000 UTC,Polimec,,855.0,,
,2025-07-09 00:00:00.000 UTC,Polimec,,859.0,,
,2025-07-10 00:00:00.000 UTC,Polimec,,876.0,,
,2025-07-11 00:00:00.000 UTC,Polimec,,912.0,,
,2025-07-12 00:00:00.000 UTC,Polimec,,920.0,,
,2025-07-13 00:00:00.000 UTC,Polimec,,880.0,,
,2025-07-14 00:00:00.000 UTC,Polimec,,870.0,,
,2025-07-15 00:00:00.000 UTC,Polimec,,910.0,,
,2025-07-16 00:00:00.000 UTC,Polimec,,876.0,,
,2025-07-17 00:00:00.000 UTC,Polimec,,885.0,,
,2025-07-18 00:00:00.000 UTC,Polimec,,897.0,,
,2025-07-19 00:00:00.000 UTC,Polimec,,885.0,,
,2025-07-20 00:00:00.000 UTC,Polimec,,901.0,,
,2025-07-21 00:00:00.000 UTC,Polimec,,918.0,,
,2025-07-22 00:00:00.000 UTC,Polimec,,959.0,,
,2025-07-23 00:00:00.000 UTC,Polimec,,919.0,,
,2025-07-24 00:00:00.000 UTC,Polimec,,181.0,,
7166.0,2025-05-12 00:00:00.000 UTC,Moonbeam,,,,
2316.0,2025-06-26 00:00:00.000 UTC,Moonbeam,,,,
2301.0,2025-07-15 00:00:00.000 UTC,Moonbeam,,,,
2342.0,2025-07-23 00:00:00.000 UTC,Moonbeam,,,,
1659.0,2025-06-11 00:00:00.000 UTC,Moonbeam,,,,
5182.0,2025-05-05 00:00:00.000 UTC,Moonbeam,,,,
2398.0,2025-07-16 00:00:00.000 UTC,Moonbeam,,,,
1938.0,2025-07-02 00:00:00.000 UTC,Moonbeam,,,,
2184.0,2025-06-27 00:00:00.000 UTC,Moonbeam,,,,
1633.0,2025-05-19 00:00:00.000 UTC,Moonbeam,,,,
1444.0,2025-06-02 00:00:00.000 UTC,Moonbeam,,,,
2057.0,2025-07-12 00:00:00.000 UTC,Moonbeam,,,,
1611.0,2025-06-16 00:00:00.000 UTC,Moonbeam,,,,
1465.0,2025-05-24 00:00:00.000 UTC,Moonbeam,,,,
1503.0,2025-06-05 00:00:00.000 UTC,Moonbeam,,,,
5637.0,2025-05-06 00:00:00.000 UTC,Moonbeam,,,,
1559.0,2025-05-18 00:00:00.000 UTC,Moonbeam,,,,
1535.0,2025-05-21 00:00:00.000 UTC,Moonbeam,,,,
1646.0,2025-05-17 00:00:00.000 UTC,Moonbeam,,,,
5302.0,2025-05-07 00:00:00.000 UTC,Moonbeam,,,,
2321.0,2025-07-04 00:00:00.000 UTC,Moonbeam,,,,
2464.0,2025-07-08 00:00:00.000 UTC,Moonbeam,,,,
1420.0,2025-06-07 00:00:00.000 UTC,Moonbeam,,,,
2242.0,2025-06-28 00:00:00.000 UTC,Moonbeam,,,,
2553.0,2025-07-18 00:00:00.000 UTC,Moonbeam,,,,
2244.0,2025-07-01 00:00:00.000 UTC,Moonbeam,,,,
2539.0,2025-07-17 00:00:00.000 UTC,Moonbeam,,,,
1464.0,2025-06-15 00:00:00.000 UTC,Moonbeam,,,,
6945.0,2025-05-14 00:00:00.000 UTC,Moonbeam,,,,
7112.0,2025-05-08 00:00:00.000 UTC,Moonbeam,,,,
2306.0,2025-06-24 00:00:00.000 UTC,Moonbeam,,,,
2195.0,2025-05-27 00:00:00.000 UTC,Moonbeam,,,,
1827.0,2025-05-26 00:00:00.000 UTC,Moonbeam,,,,
2061.0,2025-07-06 00:00:00.000 UTC,Moonbeam,,,,
1687.0,2025-05-31 00:00:00.000 UTC,Moonbeam,,,,
1386.0,2025-06-06 00:00:00.000 UTC,Moonbeam,,,,
1750.0,2025-05-23 00:00:00.000 UTC,Moonbeam,,,,
2322.0,2025-06-19 00:00:00.000 UTC,Moonbeam,,,,
3162.0,2025-07-10 00:00:00.000 UTC,Moonbeam,,,,
2323.0,2025-07-09 00:00:00.000 UTC,Moonbeam,,,,
1991.0,2025-05-30 00:00:00.000 UTC,Moonbeam,,,,
1551.0,2025-05-25 00:00:00.000 UTC,Moonbeam,,,,
2534.0,2025-07-21 00:00:00.000 UTC,Moonbeam,,,,
1662.0,2025-06-12 00:00:00.000 UTC,Moonbeam,,,,
2328.0,2025-07-22 00:00:00.000 UTC,Moonbeam,,,,
1540.0,2025-06-08 00:00:00.000 UTC,Moonbeam,,,,
1411.0,2025-06-01 00:00:00.000 UTC,Moonbeam,,,,
2377.0,2025-06-20 00:00:00.000 UTC,Moonbeam,,,,
1501.0,2025-06-14 00:00:00.000 UTC,Moonbeam,,,,
2717.0,2025-07-03 00:00:00.000 UTC,Moonbeam,,,,
2455.0,2025-07-14 00:00:00.000 UTC,Moonbeam,,,,
1701.0,2025-06-17 00:00:00.000 UTC,Moonbeam,,,,
1651.0,2025-06-13 00:00:00.000 UTC,Moonbeam,,,,
2142.0,2025-06-25 00:00:00.000 UTC,Moonbeam,,,,
7398.0,2025-05-13 00:00:00.000 UTC,Moonbeam,,,,
2145.0,2025-07-13 00:00:00.000 UTC,Moonbeam,,,,
1703.0,2025-06-18 00:00:00.000 UTC,Moonbeam,,,,
4510.0,2025-05-16 00:00:00.000 UTC,Moonbeam,,,,
2333.0,2025-06-30 00:00:00.000 UTC,Moonbeam,,,,
2506.0,2025-07-11 00:00:00.000 UTC,Moonbeam,,,,
1521.0,2025-05-20 00:00:00.000 UTC,Moonbeam,,,,
6785.0,2025-05-15 00:00:00.000 UTC,Moonbeam,,,,
2435.0,2025-06-21 00:00:00.000 UTC,Moonbeam,,,,
2115.0,2025-07-05 00:00:00.000 UTC,Moonbeam,,,,
5937.0,2025-05-10 00:00:00.000 UTC,Moonbeam,,,,
47745.0,2025-05-29 00:00:00.000 UTC,Moonbeam,,,,
1694.0,2025-05-22 00:00:00.000 UTC,Moonbeam,,,,
7684.0,2025-05-09 00:00:00.000 UTC,Moonbeam,,,,
1547.0,2025-06-03 00:00:00.000 UTC,Moonbeam,,,,
2554.0,2025-06-29 00:00:00.000 UTC,Moonbeam,,,,
2058.0,2025-06-23 00:00:00.000 UTC,Moonbeam,,,,
,2025-05-04 00:00:00.000 UTC,Energywebx,,,11.0,
,2025-05-05 00:00:00.000 UTC,Energywebx,,,15.0,
,2025-05-06 00:00:00.000 UTC,Energywebx,,,22.0,
,2025-05-07 00:00:00.000 UTC,Energywebx,,,8.0,
,2025-05-08 00:00:00.000 UTC,Energywebx,,,20.0,
,2025-05-09 00:00:00.000 UTC,Energywebx,,,23.0,
,2025-05-10 00:00:00.000 UTC,Energywebx,,,46.0,
,2025-05-11 00:00:00.000 UTC,Energywebx,,,18.0,
,2025-05-12 00:00:00.000 UTC,Energywebx,,,23.0,
,2025-05-13 00:00:00.000 UTC,Energywebx,,,12.0,
,2025-05-14 00:00:00.000 UTC,Energywebx,,,25.0,
,2025-05-15 00:00:00.000 UTC,Energywebx,,,16.0,
,2025-05-16 00:00:00.000 UTC,Energywebx,,,19.0,
,2025-05-17 00:00:00.000 UTC,Energywebx,,,38.0,
,2025-05-18 00:00:00.000 UTC,Energywebx,,,25.0,
,2025-05-19 00:00:00.000 UTC,Energywebx,,,11.0,
,2025-05-20 00:00:00.000 UTC,Energywebx,,,21.0,
,2025-05-21 00:00:00.000 UTC,Energywebx,,,46.0,
,2025-05-22 00:00:00.000 UTC,Energywebx,,,31.0,
,2025-05-23 00:00:00.000 UTC,Energywebx,,,13.0,
,2025-05-24 00:00:00.000 UTC,Energywebx,,,17.0,
,2025-05-25 00:00:00.000 UTC,Energywebx,,,21.0,
,2025-05-26 00:00:00.000 UTC,Energywebx,,,13.0,
,2025-05-27 00:00:00.000 UTC,Energywebx,,,11.0,
,2025-05-28 00:00:00.000 UTC,Energywebx,,,42.0,
,2025-05-29 00:00:00.000 UTC,Energywebx,,,10.0,
,2025-05-30 00:00:00.000 UTC,Energywebx,,,18.0,
,2025-05-31 00:00:00.000 UTC,Energywebx,,,18.0,
,2025-06-01 00:00:00.000 UTC,Energywebx,,,33.0,
,2025-06-02 00:00:00.000 UTC,Energywebx,,,35.0,
,2025-06-03 00:00:00.000 UTC,Energywebx,,,10.0,
,2025-06-04 00:00:00.000 UTC,Energywebx,,,17.0,
,2025-06-05 00:00:00.000 UTC,Energywebx,,,10.0,
,2025-06-06 00:00:00.000 UTC,Energywebx,,,20.0,
,2025-06-07 00:00:00.000 UTC,Energywebx,,,11.0,
,2025-06-08 00:00:00.000 UTC,Energywebx,,,11.0,
,2025-06-09 00:00:00.000 UTC,Energywebx,,,39.0,
,2025-06-10 00:00:00.000 UTC,Energywebx,,,15.0,
,2025-06-11 00:00:00.000 UTC,Energywebx,,,14.0,
,2025-06-12 00:00:00.000 UTC,Energywebx,,,16.0,
,2025-06-13 00:00:00.000 UTC,Energywebx,,,21.0,
,2025-06-14 00:00:00.000 UTC,Energywebx,,,20.0,
,2025-06-15 00:00:00.000 UTC,Energywebx,,,13.0,
,2025-06-16 00:00:00.000 UTC,Energywebx,,,31.0,
,2025-06-17 00:00:00.000 UTC,Energywebx,,,18.0,
,2025-06-18 00:00:00.000 UTC,Energywebx,,,15.0,
,2025-06-19 00:00:00.000 UTC,Energywebx,,,8.0,
,2025-06-20 00:00:00.000 UTC,Energywebx,,,22.0,
,2025-06-21 00:00:00.000 UTC,Energywebx,,,25.0,
,2025-06-22 00:00:00.000 UTC,Energywebx,,,12.0,
,2025-06-23 00:00:00.000 UTC,Energywebx,,,29.0,
,2025-06-24 00:00:00.000 UTC,Energywebx,,,17.0,
,2025-06-25 00:00:00.000 UTC,Energywebx,,,25.0,
,2025-06-26 00:00:00.000 UTC,Energywebx,,,13.0,
,2025-06-27 00:00:00.000 UTC,Energywebx,,,30.0,
,2025-06-28 00:00:00.000 UTC,Energywebx,,,12.0,
,2025-06-29 00:00:00.000 UTC,Energywebx,,,15.0,
,2025-06-30 00:00:00.000 UTC,Energywebx,,,16.0,
,2025-07-01 00:00:00.000 UTC,Energywebx,,,23.0,
,2025-07-02 00:00:00.000 UTC,Energywebx,,,35.0,
,2025-07-03 00:00:00.000 UTC,Energywebx,,,78.0,
,2025-07-04 00:00:00.000 UTC,Energywebx,,,20.0,
,2025-07-05 00:00:00.000 UTC,Energywebx,,,24.0,
,2025-07-06 00:00:00.000 UTC,Energywebx,,,19.0,
,2025-07-07 00:00:00.000 UTC,Energywebx,,,33.0,
,2025-07-08 00:00:00.000 UTC,Energywebx,,,16.0,
,2025-07-09 00:00:00.000 UTC,Energywebx,,,20.0,
,2025-07-10 00:00:00.000 UTC,Energywebx,,,7.0,
2631.0,2025-05-28 00:00:00.000 UTC,Moonbeam,,,,
1660.0,2025-06-09 00:00:00.000 UTC,Moonbeam,,,,
2412.0,2025-07-07 00:00:00.000 UTC,Moonbeam,,,,
6940.0,2025-05-11 00:00:00.000 UTC,Moonbeam,,,,
1449.0,2025-06-10 00:00:00.000 UTC,Moonbeam,,,,
5350.0,2025-05-04 00:00:00.000 UTC,Moonbeam,,,,
,2025-05-04 00:00:00.000 UTC,Pendulum,,,15.0,
,2025-05-05 00:00:00.000 UTC,Pendulum,,,63.0,
,2025-05-06 00:00:00.000 UTC,Pendulum,,,86.0,
,2025-05-07 00:00:00.000 UTC,Pendulum,,,45.0,
,2025-05-08 00:00:00.000 UTC,Pendulum,,,89.0,
,2025-05-09 00:00:00.000 UTC,Pendulum,,,52.0,
,2025-05-10 00:00:00.000 UTC,Pendulum,,,54.0,
,2025-05-11 00:00:00.000 UTC,Pendulum,,,71.0,
,2025-05-12 00:00:00.000 UTC,Pendulum,,,72.0,
,2025-05-13 00:00:00.000 UTC,Pendulum,,,70.0,
,2025-05-14 00:00:00.000 UTC,Pendulum,,,60.0,
,2025-05-15 00:00:00.000 UTC,Pendulum,,,56.0,
,2025-05-16 00:00:00.000 UTC,Pendulum,,,127.0,
,2025-05-17 00:00:00.000 UTC,Pendulum,,,174.0,
,2025-05-18 00:00:00.000 UTC,Pendulum,,,119.0,
,2025-05-19 00:00:00.000 UTC,Pendulum,,,124.0,
,2025-05-20 00:00:00.000 UTC,Pendulum,,,54.0,
,2025-05-21 00:00:00.000 UTC,Pendulum,,,271.0,
,2025-05-22 00:00:00.000 UTC,Pendulum,,,212.0,
,2025-05-23 00:00:00.000 UTC,Pendulum,,,186.0,
,2025-05-24 00:00:00.000 UTC,Pendulum,,,236.0,
,2025-05-25 00:00:00.000 UTC,Pendulum,,,233.0,
,2025-05-26 00:00:00.000 UTC,Pendulum,,,177.0,
,2025-05-27 00:00:00.000 UTC,Pendulum,,,318.0,
,2025-05-28 00:00:00.000 UTC,Pendulum,,,180.0,
,2025-05-29 00:00:00.000 UTC,Pendulum,,,71.0,
,2025-05-30 00:00:00.000 UTC,Pendulum,,,133.0,
,2025-05-31 00:00:00.000 UTC,Pendulum,,,7.0,
,2025-06-01 00:00:00.000 UTC,Pendulum,,,16.0,
,2025-06-02 00:00:00.000 UTC,Pendulum,,,41.0,
,2025-06-03 00:00:00.000 UTC,Pendulum,,,144.0,
,2025-06-04 00:00:00.000 UTC,Pendulum,,,43.0,
,2025-06-05 00:00:00.000 UTC,Pendulum,,,62.0,
,2025-06-06 00:00:00.000 UTC,Pendulum,,,47.0,
,2025-06-07 00:00:00.000 UTC,Pendulum,,,35.0,
,2025-06-08 00:00:00.000 UTC,Pendulum,,,19.0,
,2025-06-09 00:00:00.000 UTC,Pendulum,,,24.0,
,2025-06-10 00:00:00.000 UTC,Pendulum,,,62.0,
,2025-06-11 00:00:00.000 UTC,Pendulum,,,56.0,
,2025-06-12 00:00:00.000 UTC,Pendulum,,,59.0,
,2025-06-13 00:00:00.000 UTC,Pendulum,,,41.0,
,2025-06-14 00:00:00.000 UTC,Pendulum,,,10.0,
,2025-06-15 00:00:00.000 UTC,Pendulum,,,2.0,
,2025-06-16 00:00:00.000 UTC,Pendulum,,,64.0,
,2025-06-17 00:00:00.000 UTC,Pendulum,,,31.0,
,2025-06-18 00:00:00.000 UTC,Pendulum,,,42.0,
,2025-06-19 00:00:00.000 UTC,Pendulum,,,67.0,
,2025-06-20 00:00:00.000 UTC,Pendulum,,,31.0,
,2025-06-21 00:00:00.000 UTC,Pendulum,,,37.0,
,2025-06-22 00:00:00.000 UTC,Pendulum,,,8.0,
,2025-06-23 00:00:00.000 UTC,Pendulum,,,56.0,
,2025-06-24 00:00:00.000 UTC,Pendulum,,,61.0,
,2025-06-25 00:00:00.000 UTC,Pendulum,,,63.0,
,2025-06-26 00:00:00.000 UTC,Pendulum,,,85.0,
,2025-06-27 00:00:00.000 UTC,Pendulum,,,60.0,
,2025-06-28 00:00:00.000 UTC,Pendulum,,,4.0,
