abstain_tokens,aye_tokens,delegates,is_active,last_vote_time,nay_tokens,support_ratio_pct,total_tokens_cast,total_votes,voter,voter_name,voter_type
1000.0,831000.0,,True,2025-07-22 17:51:12.000 UTC,787000.0,51.33,1619000.0,1620,1557x4U7JTAcso9AHpiVfrEsadABQ2swNWhDeh5WvUn9Zdog,🛸 Zooper Corp 🛸,Direct Voter
0.0,784000.0,,True,2025-07-22 16:49:42.000 UTC,746600.0,51.22,1530600.0,1612,155LwjGpJH3xYJwPBr6aapk2WCCAezVftvSMrqeJA6eE7v2d,😻 Stake Kat 😻,Direct Voter
0.0,1024152.62,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,1499188.1,40.59,2523340.72,1602,16dUmCQM28nzqAAG96rtLUbL9ni5LyT1wRx4SZoS11qnG94f,Tycho Masius,Delegator (or Mixed)
184606.97,491327.14,,True,2025-07-21 16:54:18.000 UTC,688707.29,36.0,1364641.41,1602,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,ChaosDAO OpenGov,Direct Voter
5002.46,2432034.65,ChaosDAO OpenGov,True,2025-07-22 07:35:12.000 UTC,4781683.63,33.69,7218720.74,1597,12jmNN7tdiCZRExkXmWy9xJYsLuHTKqmDbH8RdAgxvaR5bJ2,12jm...5bJ2,Delegator (or Mixed)
9210000.0,1505100.0,,True,2025-06-04 20:47:42.000 UTC,1035000.0,12.81,11750100.0,1555,127zarPDhVzmCXVQ7Kfr1yyaa9wsMuJ74GJW9Q7ezHfQEgh6,🌌 Novasama 🌌,Direct Voter
0.0,620.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,863.0,41.81,1483.0,1539,16PoxoUdcLsEvsWQNVLUM2zyozKYa87Ebv1u7YcmYpTV9eFk,Jose.Crypto,Delegator (or Mixed)
0.0,62.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,86.3,41.81,148.3,1539,16JXDeYiqxUYTrzTF1aLJeFE26qUGkb2ATihHfnMk7NfA1Jh,16JX...A1Jh,Delegator (or Mixed)
0.0,600188.19,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,835423.24,41.81,1435611.43,1539,1127ecfCcZyeXSKsdF2RU6GP9JvSu871RbwJSzTyL8qrJHJV,1127...JHJV,Delegator (or Mixed)
0.0,620.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,863.0,41.81,1483.0,1539,16Csjz9kKHnMExKUbCS19whBqL1TBtCvbivK1xJeNCvM7NTZ,16Cs...7NTZ,Delegator (or Mixed)
0.0,358741.24,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,501641.05,41.7,860382.29,1538,14i6i8rgb8JGj3GFaYLjtY1RCpGNGwQZXsmsh342VtGq8WL5,14i6...8WL5,Delegator (or Mixed)
0.0,614.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,862.0,41.6,1476.0,1531,13ogthwygc6f7oj2xfK7ikcFZNvh8LCtTSRxwbsukh8EdgUh,13og...dgUh,Delegator (or Mixed)
0.0,1516920.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,2148605.0,41.38,3665525.0,1507,136PTwnQU8Emn2vEX9fAVBZCkCvqaFhWuGGwYSjEBq74pqtK,136P...pqtK,Delegator (or Mixed)
0.0,447016.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,626796.0,41.63,1073812.0,1488,16GLrM3qTVVDcpGaofNaJ6CoWE9T52QqKUBF2jaAxqHt8NA2,spazcoin,Delegator (or Mixed)
2400.0,3996.91,,True,2025-07-07 20:52:00.000 UTC,1260.0,52.2,7656.91,1484,15D2JM548bqRuE45aDmeF2WqiKC56WtNnRmCxVSree9YKwVb,Paradox,Direct Voter
0.0,2170000.0,Paradox,True,2025-07-07 20:52:00.000 UTC,1840000.0,54.11,4010000.0,1484,13wroNHV6aJEkUFJEx4NYv7kv5vgq4HypLAPSz347VVQbYj3,ParaNodes.io,Delegator (or Mixed)
0.0,2170000.0,Paradox,True,2025-07-07 20:52:00.000 UTC,1840000.0,54.11,4010000.0,1484,14hM4oLJCK6wtS7gNfwTDhthRjy5QJ1t3NAcoPjEepo9AH67,ParaNodes.io,Delegator (or Mixed)
0.0,602.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,827.0,42.13,1429.0,1474,16anqMHpBCsfDaZdaXpecD993cYJpePzZj9ZvRn2aNvWmy13,16an...my13,Delegator (or Mixed)
0.0,602.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,827.0,42.13,1429.0,1474,13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk,Crane,Delegator (or Mixed)
0.0,602.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,827.0,42.13,1429.0,1474,14x6ah3J21QonWASv6QKwqd8SWrS7ddqmMzyRCmGQWMaPzae,14x6...Pzae,Delegator (or Mixed)
0.0,23250.0,,True,2025-03-15 00:01:00.000 UTC,62350.0,27.16,85600.0,1471,15JjaHXBC6whzYhWiEi7uExsTboAC4tibbeBKPxh5CVk5Jfq,Compute Crypto,Direct Voter
0.0,594.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,823.0,41.92,1417.0,1461,15Xv2kSCJJ74F7QoraiL24fsyLXz9cR6cfjy4d2zYdWK7j7t,15Xv...7j7t,Delegator (or Mixed)
0.0,20664.6,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,28644.69,41.91,49309.29,1458,15aSnCUARuwBoLYn6nkFj5ap2DUfRmKcXJaAotfVwvVQxNK3,0xTaylor,Delegator (or Mixed)
0.0,7313300.28,ChaosDAO OpenGov,True,2025-05-23 04:14:42.000 UTC,9829100.4,42.66,17142400.68,1457,15Ay2npCwzRpwKijhpJf5wLEwrsaXJzaeeA4TnS1F5xiJrPS,15Ay...JrPS,Delegator (or Mixed)
4621652.0,21858930.0,SAXEMBERG,True,2025-07-15 18:27:24.000 UTC,21909788.0,45.17,48390370.0,1449,153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,SAXEMBERG,Delegator (or Mixed)
0.0,586.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,817.0,41.77,1403.0,1445,12bZX6NAYrcDAroQroQMgMNgcHHFWhEUp9KmHwPGFcn86W9K,12bZ...6W9K,Delegator (or Mixed)
53700.0,3193441.0,"Krawiec, Ruby-Node💎",True,2025-04-13 08:25:36.000 UTC,3164990.0,49.8,6412131.0,1443,129LBt5T1eYtnGHbPYeiiMdmWfokCiiq7z6JBfjnYifiombz,Pioneer,Delegator (or Mixed)
0.0,7008.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,9792.0,41.71,16800.0,1442,1KUZgpbDbz8GTqHRazvW6nXX4cG6SXNYK8LT8HF2Yn5Yqp5,1KUZ...Yqp5,Delegator (or Mixed)
210044.0,472872.0,,True,2025-07-20 11:57:48.000 UTC,619115.0,36.32,1302031.0,1435,16KjnbCmBXqT3R956sHak7THsgQZ9Ek8ibnG1sFyCNtfJ8y,COSMOTRON,Direct Voter
0.0,4148000.0,Paradox,True,2025-07-07 20:52:00.000 UTC,3564500.0,53.78,7712500.0,1434,1TunGctS5HELfuJZjd5qBNoMVsST2EBdMw5vWK8f3dCFbq9,🐟YellowFin Tuna🐟,Delegator (or Mixed)
0.0,4220000.0,Paradox,True,2025-07-07 07:26:24.000 UTC,3600000.0,53.96,7820000.0,1421,14AngS6QiZvC4AxvWFw7wXwzmctRGL7aWWriococE6rmhKqb,✨Zizzle✨,Delegator (or Mixed)
0.0,2110000.0,Paradox,True,2025-07-07 07:26:24.000 UTC,1800000.0,53.96,3910000.0,1421,13yrrdCBQQ9RTy2dVFJ8yC6jQdJs5HqHrZZcVCYxsbJtCc82,Gr33nHatt3R,Delegator (or Mixed)
0.0,2875.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,4035.0,41.61,6910.0,1418,12xcE9wiHeoU5YhPA685uLHz27z5wPmRy9cQvCwc3etgGeKq,12xc...GeKq,Delegator (or Mixed)
0.0,1156.32,Paradox,True,2025-07-07 07:26:24.000 UTC,997.5,53.69,2153.83,1406,13GKBBAfUkF4b92SGwkytVbFqvM8KsHTYaUyz4bQemHJz4h3,13GK...z4h3,Delegator (or Mixed)
0.0,193700.8,Paradox,True,2025-07-07 07:26:24.000 UTC,167499.73,53.63,361200.53,1405,16M3UCHUDeVxXwxpe1fhBThHzPzKU3LF7RsjKFGGSZNgZAkQ,16M3...ZAkQ,Delegator (or Mixed)
0.0,1063147.45,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,1491022.25,41.62,2554169.7,1403,1xwcNbYd68p8JfcY1kRtLG3yYPZBHKBGMH6oE6nHqrSY4sN,1xwc...Y4sN,Delegator (or Mixed)
0.0,1956500.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,2747500.0,41.59,4704000.0,1387,12j3PWTaj4xd9HTL6qXxNy9R9EoL3SKWTkK4q7re9uxaWKxP,12j3...WKxP,Delegator (or Mixed)
0.0,2509600.0,Paradox,True,2025-07-07 20:52:00.000 UTC,1859700.0,57.44,4369300.0,1379,136cgMVW8FeEdLAJmcLMd1CTo3QVZcheyQu1bA3fC9KXTqVe,snf dot validator,Delegator (or Mixed)
18200.0,2808854.0,,True,2025-07-09 13:22:00.000 UTC,2886790.0,49.16,5713844.0,1370,16SE3e2wrVNUZmEjWcioAEox2PXzkxeTvwCW3pTTWvmDQZJi,Krawiec,Direct Voter
0.0,342569.94,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,482825.03,41.5,825394.97,1363,13WPopsT11fizkiERsHCLieEbBTwb4iwVBCq5J7CBeZbY8Z7,13WP...Y8Z7,Delegator (or Mixed)
0.0,2742226.0,,True,2025-07-02 17:25:00.000 UTC,2962902.0,48.07,5705128.0,1360,14Bf4m5CTNrtGcgCAp6xsXMgA9pPeoiVT54g3C2qY1zNvgsR,Robinhood,Direct Voter
0.0,11644.76,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,16378.75,41.55,28023.52,1359,133XKYhBEWHFAoFdZTevh7GUjxoMxyUUUXdYd4fhvw3tqaVv,133X...qaVv,Delegator (or Mixed)
0.0,936700.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,1317500.0,41.55,2254200.0,1359,14DFZEkeqRsFXuM2vrKmn6wcR6XpiqVkLS8EMFoKJ5Pw2N6F,14DF...2N6F,Delegator (or Mixed)
0.0,3315000.0,,True,2025-03-13 02:01:00.000 UTC,3470000.0,48.86,6785000.0,1356,13rkfSaFsMEFJAV1wcQcnbJnxiigJTb78qkkLSEvUNPA2QVZ,XUAN,Direct Voter
0.0,9883.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,13870.0,41.61,23753.0,1352,15AXnQV1FSsjhukYu9meKLk9qE5kAoTTAkivjqV7zkiojZ1J,15AX...jZ1J,Delegator (or Mixed)
4938.16,12654.24,,True,2025-07-23 16:47:24.000 UTC,11464.9,43.55,29057.3,1348,15KHTWdJyzyxaQbBNRmQN89KmFr1jPXXsPHM5Rxvd1Tkb2XZ,The Kus DOT Delegate,Direct Voter
0.0,545.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,767.0,41.54,1312.0,1341,15DCV8UeUah2PRPhANxGzqzREshgQFxbBTjk6G68sDvuvNwh,15DC...vNwh,Delegator (or Mixed)
0.0,175410.27,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,247124.96,41.51,422535.23,1336,15QcxpbzPmzYGssf1EyoYQguhHn6Z2wWQFBAT2A5T8B9rSxD,15Qc...rSxD,Delegator (or Mixed)
0.0,28368.0,"The Kus DOT Delegate, ChaosDAO OpenGov",True,2025-04-02 02:05:00.000 UTC,35824.0,44.19,64192.0,1332,13QR9kbaSbgX1oWp5hcwtVznsDoGqcq515Qxaf3h46kJSziV,13QR...SziV,Delegator (or Mixed)
0.0,2000000.0,Paradox,True,2025-04-13 04:53:18.000 UTC,1725000.0,53.69,3725000.0,1328,15PeEsbJeU2BZDgoCmo6xdzsuRaZv1PxLaCUyFmfWPwkZPJ4,SEKOYA LABS,Delegator (or Mixed)
22000.0,7095800.0,,True,2025-07-15 15:56:00.000 UTC,10397700.0,40.51,17515500.0,1315,14zfiH2sMH955cG2yKUQbHSP3oQ8W4Ai9p9wSSZunvQ4TU4k,LEGEND,Direct Voter
0.0,1965000.0,Paradox,True,2025-03-24 22:14:36.000 UTC,1720000.0,53.32,3685000.0,1311,16YGKSNQ2p2SXC2LuGsoBHrm8nKJgnkW9wpvJE6ahBvs6wpe,Mark Crince DOT control,Delegator (or Mixed)
0.0,592500.0,"The Kus DOT Delegate, Ivy",True,2025-07-23 16:47:24.000 UTC,524800.0,53.03,1117300.0,1307,12WWjrZGuVxyk5AyFeDGaN45J1FJ6MesXRxhmY41rhKxL961,Jay Chrawnna,Delegator (or Mixed)
0.0,1166200.0,"ChaosDAO OpenGov, 16Gp...4VTQ, LAURENTTRK",True,2025-07-17 23:58:06.000 UTC,1600000.0,42.16,2766200.0,1301,126d5TD9Dan2bodq5N64D5RZxn48Fm1RdKvZCZUCwEThMynz,126d...Mynz,Delegator (or Mixed)
79.0,736.0,,True,2025-07-21 11:45:18.000 UTC,555.0,53.72,1370.0,1293,12s6UMSSfE2bNxtYrJc6eeuZ7UxQnRpUzaAh1gPQrGNFnE8h,Polkadotters,Direct Voter
1390.0,205155.0,13Ey...1pwH,True,2025-07-22 23:39:24.000 UTC,204875.0,49.87,411420.0,1287,1jPw3Qo72Ahn7Ynfg8kmYNLEPvHWHhPfPNgpJfp5bkLZdrF,JimmyTudeski - Polkadot Resident,Delegator (or Mixed)
0.0,6392.0,Paradox,True,2025-07-07 07:26:24.000 UTC,5562.0,53.47,11954.0,1280,16Aqc5kCh7pESYBLkemT6ThRfvCjVy82LZHCav7jwkWidHFt,16Aq...dHFt,Delegator (or Mixed)
0.0,32934.88,Krawiec,True,2025-03-11 10:56:18.000 UTC,33112.58,49.87,66047.46,1275,126GFy4pHsSMBiHCc8PrgmpjXp9eqh4v89TyGg5fdVzqvcJ4,126G...vcJ4,Delegator (or Mixed)
0.0,482040.0,ChaosDAO OpenGov,True,2024-12-31 23:01:24.000 UTC,715375.0,40.26,1197415.0,1271,149AQApEw4Xe1DxWesqywiuGQHazbETMgWgT89WjEYFAc29y,lolmcshizz,Delegator (or Mixed)
0.0,38769.74,🛸 Zooper Corp 🛸,True,2025-07-22 17:51:12.000 UTC,36747.13,51.34,75516.88,1265,123VwdDkJeUd8K1g9gS5rZHKy1vQg1N64ZNcYYBk2J5ZEkfs,123V...Ekfs,Delegator (or Mixed)
0.0,326000.0,The Kus DOT Delegate,True,2025-07-23 16:47:24.000 UTC,287000.0,53.18,613000.0,1264,128sq7FMkiK1f2Z8pZDfkWsgtZFfiXwRpqKmo5MPoLip8fsf,128s...8fsf,Delegator (or Mixed)
0.0,1301999539.15,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,1894699413.33,40.73,3196698952.47,1261,16GGq3LSZPGXf6bNeK4B6rBjLfHm9AQge6fEveaZf7ecnzJd,16GG...nzJd,Delegator (or Mixed)
1250000.0,28600000.0,"kekose, Stake Plus, ChaosDAO OpenGov",True,2025-07-21 16:54:18.000 UTC,36300000.0,43.24,66150000.0,1256,15g4zgBFXtbPv2JMgf21DQZP851BeMJJqmAsE9R3MMaWea71,Pheeb Polkadot 5.1,Delegator (or Mixed)
0.0,4610000.0,"Stake Plus, 13du...EAF1, GATOTECH",True,2025-07-23 18:31:00.000 UTC,4035000.0,53.33,8645000.0,1252,15iA5hpjUecWBbf38Nfegwmtyux25o3LrGaNodfZDxq5nXXE,GATOTECH,Delegator (or Mixed)
23000.0,2550300.0,JimmyTudeski - Polkadot Resident,True,2025-07-04 17:56:24.000 UTC,3354000.0,43.03,5927300.0,1222,14MKRNHaJY2yC84SkW7oXhnzVdV3obogoH5s8H4AkzxaFmAS,STAKENODE | VALIDATOR ALLIANCE,Delegator (or Mixed)
0.0,691.1,Polkadotters,True,2025-07-21 11:45:18.000 UTC,515.1,57.3,1206.2,1220,13Nb9Aee1E1jXdskdtjaXEYxxtiT1fLCxf5ER7LSoghXLn3v,13Nb...Ln3v,Delegator (or Mixed)
0.0,1545000.0,Paradox,True,2025-07-07 20:52:00.000 UTC,1310000.0,54.12,2855000.0,1216,13foHgXdzr1agokV6Ed9CBHGQG1NpBqvqhmUL7rojcBUBzvq,ParaNodes.io,Delegator (or Mixed)
1.0,6821.0,Polkadotters,True,2025-07-21 11:45:18.000 UTC,5150.0,56.97,11972.0,1214,16AnoF5NQY3xZ6ovcsTWBhQDxWKB7AcExbj9u3a1juGtmTJ3,Paulkadotter,Delegator (or Mixed)
0.0,2761040.2,SAXEMBERG,True,2025-04-13 01:33:06.000 UTC,2502055.51,52.46,5263095.71,1207,15SVFPiL1bJMqEftnNMsmDWhHA6493y7RzPBspgdArK9ZQVs,15SV...ZQVs,Delegator (or Mixed)
0.0,8492737.16,SAXEMBERG,True,2025-04-13 01:33:06.000 UTC,7696121.11,52.46,16188858.27,1207,1EghnxVf3moPRTUvwFeYssduR77PJhjL5sWdEJacoo9SAga,1Egh...SAga,Delegator (or Mixed)
0.0,12600.0,,True,2024-10-04 13:51:30.000 UTC,59200.0,17.55,71800.0,1204,121NqPL1TNk9pGGdzH19LfeV9W97Qjt3huWUbEncM6yaT18V,CapitalStaking.com,Direct Voter
0.0,490374.76,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,801524.1,37.96,1291898.85,1201,12W97ED3obJctfQjaZhsYxr78xdD95vfPXDvrnB35nGdMCCm,12W9...MCCm,Delegator (or Mixed)
0.0,377530.92,The Kus DOT Delegate,True,2025-07-23 16:47:24.000 UTC,321238.56,54.03,698769.48,1197,15XyBXU6cxrxamEtRAJjtgMvEimctqp27ch9HJFFbzVgTwQj,15Xy...TwQj,Delegator (or Mixed)
0.0,1175391.46,"Eat Pray Validate 🍴🙏🖥, The Kus DOT Delegate, ✨👍✨ Day7 ✨👍✨",True,2025-07-23 16:47:24.000 UTC,1061651.02,52.54,2237042.48,1194,15feyMRq4VFUcNUdpytTBvf42A4x91RoVoVeVRvaezeNHyX3,15fe...HyX3,Delegator (or Mixed)
0.0,645255.01,The Kus DOT Delegate,True,2025-07-23 16:47:24.000 UTC,557402.1,53.65,1202657.1,1194,14SJWrvH13QrAnDfaffhvmqx5w23GhZzMsw4vQzCNPDuqJWs,Dodow,Delegator (or Mixed)
0.0,472.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,679.0,41.01,1151.0,1190,15zcqY5fa6U9RzUeoF1B3JBmu4aLAPGGZBv2rPX5T5KYyZey,15zc...yZey,Delegator (or Mixed)
0.0,24219.3,COSMOTRON,True,2025-07-20 11:57:48.000 UTC,32292.4,42.86,56511.7,1189,13ozScaWWRpaiXjLBZXmWh5BoxsSyTB5sWisvzAt1K7axiFv,13oz...xiFv,Delegator (or Mixed)
0.0,2239240.85,ChaosDAO OpenGov,True,2025-02-07 01:03:36.000 UTC,2922269.83,43.38,5161510.68,1188,13j6Z1QEpAscMHdfovfKqk1FbXzrgEsncbhKhvKuMrwPtr17,13j6...tr17,Delegator (or Mixed)
0.0,3040.0,Paradox,True,2025-07-07 20:52:00.000 UTC,2530.0,54.58,5570.0,1185,13Jpq4n3PXXaSAbJTMmFD78mXAzs8PzgUUQd5ve8saw7HQS5,Stakeworld.io,Delegator (or Mixed)
0.0,93000.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,135200.0,40.75,228200.0,1180,1s2guppq6cdAXno9MiwJhap1KYyCacph3dLF2EZiSBB94T3,1s2g...94T3,Delegator (or Mixed)
0.0,230.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,338.0,40.49,568.0,1175,16a6S2WY6U6MHooCd4n4KnSjB9JykPmqQqXjbY9v3uo85F6u,16a6...5F6u,Delegator (or Mixed)
0.0,5800000.0,,True,2025-05-01 12:24:42.000 UTC,5840000.0,49.83,11640000.0,1171,12CJw9KNkC7FzVVg3dvny4PWHjjkvdyM17mmNfXyfucp8JfM,Dionysus🍇,Direct Voter
150000.0,25800000.0,"Stake Plus, kekose, Pheeb Polkadot 5.1, ChaosDAO OpenGov",True,2025-07-21 16:54:18.000 UTC,32650000.0,44.03,58600000.0,1168,14PwCMYLZrXFStJjPVoZvJGY6huN1WKMx9w1SKnYZm1tm9Kq,14Pw...m9Kq,Delegator (or Mixed)
100000.05,25800000.69,"Stake Plus, kekose, ChaosDAO OpenGov, Pheeb Polkadot 5.1",True,2025-07-21 16:54:18.000 UTC,32600000.23,44.1,58500000.97,1166,14VS6FRaj5mnmQ964e3fggVtiZif5wUXHZFWyXYaW38UVhJw,14VS...VhJw,Delegator (or Mixed)
84158.0,456565.0,16Gp...4VTQ,True,2025-07-17 23:58:06.000 UTC,473325.0,45.02,1014048.0,1164,13GEk517q2rDtrRKC1yormR2Aj5enhR9nkV1VwAygmxsf7vf,xcRom1.dot,Delegator (or Mixed)
0.0,5995372.69,ChaosDAO OpenGov,True,2025-06-10 16:24:06.000 UTC,9614669.94,38.41,15610042.64,1161,13E64UJ9HJAzFNwtUEtBq4tvJR1JpTnFfXvwbcfnGoNrWrsx,13E6...Wrsx,Delegator (or Mixed)
0.0,1720000.0,Paradox,True,2024-11-16 01:19:54.000 UTC,1560000.0,52.44,3280000.0,1157,154UtMXnexHfUTSvtUZpAfhGi1BejCrRH7YnnGF5faUtaVB5,Ernst Kints,Delegator (or Mixed)
58000.0,26464635.16,"Stake Plus, Pheeb Polkadot 5.1, ChaosDAO OpenGov, kekose",True,2025-07-21 16:54:18.000 UTC,34978635.16,43.03,61501270.32,1153,15tbpBCG16vpPJtpm9RiFyZrErEzDJNym5RFSwz8Xguqgjoy,15tb...gjoy,Delegator (or Mixed)
0.0,319846.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,481574.0,39.91,801420.0,1148,15Sb4iyjBMi9mbxzDzgr1rcS82dHQrv5tcedSWcmbR26wQEB,15Sb...wQEB,Delegator (or Mixed)
0.0,443.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,667.0,39.91,1110.0,1148,15FkLQGcXbGB4ECXqRPaRDS37qf5q7GJJcTdGGmQpkaLiE8V,15Fk...iE8V,Delegator (or Mixed)
0.0,110170.0,"ChaosDAO OpenGov, 16Gp...4VTQ",True,2025-07-17 23:58:06.000 UTC,149960.0,42.35,260130.0,1145,15oMY82uSKgzFF4auWfYpcrAGN8t5MFFBxKw1EWAQMvVbpfj,15oM...bpfj,Delegator (or Mixed)
0.0,4.94,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,6.28,44.03,11.22,1133,16XuRCHUPGS5Xw7Am73LgWzTNSMeoUJLKv5GfWZdkoJ4iVZc,16Xu...iVZc,Delegator (or Mixed)
150000.0,24100000.0,"Stake Plus, ChaosDAO OpenGov, kekose, Pheeb Polkadot 5.1",True,2025-07-21 16:54:18.000 UTC,32750000.0,42.28,57000000.0,1130,12VdXW8h24ZTJDCvphRxWgms54wmgUr6kKzmL1rLhPRjMwQY,Pheeb Polkadot 6.1,Delegator (or Mixed)
0.0,15565152.32,SAXEMBERG,True,2025-04-13 01:33:06.000 UTC,14188642.25,52.31,29753794.57,1128,15XbxA5par1zgLNGj39uQxdXbWsWgJuemii82Nnra63wSYSm,15Xb...SYSm,Delegator (or Mixed)
0.0,4483.93,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,6777.55,39.82,11261.48,1127,1nGLMwLNHY6mznALr4L4sbMHkqCaWferTq1v5mrHfozKnP3,1nGL...KnP3,Delegator (or Mixed)
0.0,677.5,,True,2025-07-16 11:23:18.000 UTC,456.2,59.76,1133.7,1122,139YLKvyLxEeG7asCwBZniVKacCibNMNdMPrq3ukrzagMqUV,Khastor,Direct Voter
0.0,655.0,,True,2025-07-16 20:24:42.000 UTC,516.0,55.94,1171.0,1109,12oubVqGFUFbY9RWsXZh5ivsnjf72dqkVRWby9Ca2NYGjLWy,Paramito,Direct Voter
0.0,3077.0,,True,2025-07-17 12:03:48.000 UTC,2417.0,56.01,5494.0,1107,138X9xiStmfrWkPB8aogTyLyP25TkrGj6nEv3tYDZaxyjEgz,ULTRANODES,Direct Voter
1.0,672300.0,"Polkadotters, 15ub...eKDV, 14Za...LELJ",True,2025-05-17 06:44:12.000 UTC,499310.0,57.38,1171611.0,1104,16A4n4UQqgxw5ndeehPjUAobDNmuX2bBoPXVKj4xTe16ktRN,Polkadotters,Delegator (or Mixed)
0.0,63450.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,96900.0,39.57,160350.0,1103,13WXh3WutMAsb6fUQH9sWgXo7gTt9u3DXMXSp4tkGZvecstb,13WX...cstb,Delegator (or Mixed)
0.0,591.1,,True,2025-06-05 09:19:00.000 UTC,556.9,51.49,1148.0,1099,1EheUmzB58Y26i8hse4EJo9ffG3M5qmhHzrFXJMQLkY9HoX,SUNSHINEAUTOSDOT,Direct Voter
0.0,366572.07,Paradox,True,2025-07-07 07:26:24.000 UTC,371861.39,49.64,738433.46,1098,12e5c3Sgs6yv6mKFZ3ihcLeeU6vya1uczZynDsxEz3aJv2hs,12e5...v2hs,Delegator (or Mixed)
0.0,1048500.0,Khastor,True,2025-07-16 11:23:18.000 UTC,843000.0,55.43,1891500.0,1097,1429tQ2RK8xCwiVYYw7YVUFGX2rbASQN2maMExay7x18neoZ,Khastor,Delegator (or Mixed)
0.0,102100.0,"Polkadotters, 15ub...eKDV",True,2025-07-23 06:56:00.000 UTC,123400.0,45.28,225500.0,1094,12L5m9htNsUP58mBHFXcsABDSCohhX2J4nMuY9TrJHNLCssQ,Polkadotters,Delegator (or Mixed)
0.0,4065.0,,True,2025-07-17 11:01:24.000 UTC,3215.0,55.84,7280.0,1086,15hqnsaZVtLZPvp1rzQhBsgr9Zhry7hrS9FwjSg1zBnfdc6r,DotSkull,Direct Voter
0.0,433.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,614.0,41.36,1047.0,1085,1t3YhcEKR4YG3BAh7SYrPFYbztsMYLz767WrMbXtP9oxxBg,1t3Y...xxBg,Delegator (or Mixed)
0.0,1656.0,ChaosDAO OpenGov,True,2025-07-21 16:54:18.000 UTC,2548.0,39.39,4204.0,1084,13zzFmjGk5Td5kLUXXyEcZbKCrHP4j4rr2JhrF9ZCTLqDFM1,13zz...DFM1,Delegator (or Mixed)
100004.54,22400149.94,"Pheeb Polkadot 5.1, kekose, Stake Plus, ChaosDAO OpenGov",True,2025-07-21 16:54:18.000 UTC,31100024.99,41.79,53600179.48,1076,14Q75gEfy5ran4sFukooW2qVnTaWvKf3DGnU3nKJoYcnSDNq,Pheeb Polkadot 9.1,Delegator (or Mixed)
0.0,113050.0,"Paradox, MathCrypto",True,2025-07-07 20:52:00.000 UTC,83550.0,57.5,196600.0,1076,14kpNbU4XjEHfYdqp95Gq3NkBWbgFd6J8Yjd2SneWNzvf1Yp,Stakeworld.io,Delegator (or Mixed)
15.0,184.0,,True,2024-11-18 16:50:18.000 UTC,902.0,16.71,1101.0,1073,14V9f68WA6EAG6ZefWryFXszSLDQ5SCiL8aPt2JixeHqNXsz,Liberty,Direct Voter
